2017-08-29 13:45 Tue // ['17979', '17721', '100'] // ['RTYU7', '1383.30', '1381.80', '1375.40', '1386.00', '1368.50', '20563', '16207', '50'] // [['RTYU7', '1383.30', '1381.80', '1375.40', '1386.00', '1368.50', '20563', '16207', '50'], ['RTYZ7', '1376.60', '1380.60', '1370.70', '1376.60', '1370.70', '3775', '1772', '50'], ['RTYH8', '', '1380.60', '', '', '', '0', '', ''], ['RTYM8', '', '1379.80', '', '', '', '0', '', ''], ['RTYU8', '', '1379.00', '', '', '', '0', '', ''], ['RTYZ8', '', '', '', '', '', '0', '', '']]
2017-09-13 13:45 Wed // ['809537', '496420', '112475'] // ['RTYZ7', '1427.30', '1422.80', '1423.20', '1429.30', '1419.70', '82783', '439985', '80802'] // [['RTYU7', '1427.90', '1423.60', '1423.10', '1430.00', '1420.70', '52206', '369552', '31673'], ['RTYZ7', '1427.30', '1422.80', '1423.20', '1429.30', '1419.70', '82783', '439985', '80802'], ['RTYH8', '', '1421.90', '', '', '', '0', '', ''], ['RTYM8', '', '1421.10', '', '', '', '0', '', ''], ['RTYU8', '', '1420.30', '', '', '', '0', '', ''], ['RTYZ8', '', '0.00', '', '', '', '0', '', '']]
2017-09-14 13:45 Thu // ['918819', '246999', '1500'] // ['RTYZ7', '1424.10', '1426.40', '1426.20', '1428.50', '1421.10', '90429', '507032', '820'] // [['RTYU7', '1424.90', '1427.20', '1426.00', '1429.20', '1422.00', '63994', '411787', '680'], ['RTYZ7', '1424.10', '1426.40', '1426.20', '1428.50', '1421.10', '90429', '507032', '820'], ['RTYH8', '', '1425.30', '', '', '', '0', '', ''], ['RTYM8', '', '1424.50', '', '', '', '0', '', ''], ['RTYU8', '', '1423.70', '', '', '', '0', '', ''], ['RTYZ8', '', '1422.90', '', '', '', '0', '', '']]
2017-09-15 13:45 Fri // ['927867', '223941', '8475'] // ['RTYZ7', '1427.70', '1426.60', '1425.50', '1428.10', '1420.50', '31170', '518308', '7923'] // [['RTYU7', '1423.40', '1427.30', '1425.80', '1427.00', '1421.60', '1257', '409559', '552'], ['RTYZ7', '1427.70', '1426.60', '1425.50', '1428.10', '1420.50', '31170', '518308', '7923'], ['RTYH8', '', '1423.50', '', '', '', '0', '', ''], ['RTYM8', '', '1422.70', '', '', '', '0', '', ''], ['RTYU8', '', '1421.80', '', '', '', '0', '', ''], ['RTYZ8', '', '1421.00', '', '', '', '0', '', '']]
2017-09-19 13:45 Tue // ['521853', '65628', '0'] // ['RTYZ7', '1440.00', '1442.20', '1441.10', '1444.50', '1437.80', '26214', '521853', '0'] // [['RTYZ7', '1440.00', '1442.20', '1441.10', '1444.50', '1437.80', '26214', '521853', '0'], ['RTYH8', '', '1439.50', '', '', '', '0', '', ''], ['RTYM8', '', '1438.70', '', '', '', '0', '', ''], ['RTYU8', '', '1437.90', '', '', '', '0', '', ''], ['RTYZ8', '', '1437.10', '', '', '', '0', '', '']]
2017-09-20 13:45 Wed // ['525777', '42991', '1501'] // ['RTYZ7', '1445.50', '1441.60', '1440.70', '1447.20', '1439.60', '36568', '525777', '1501'] // [['RTYZ7', '1445.50', '1441.60', '1440.70', '1447.20', '1439.60', '36568', '525777', '1501'], ['RTYH8', '', '1440.40', '', '', '', '0', '', ''], ['RTYM8', '', '1438.10', '', '', '', '0', '', ''], ['RTYU8', '', '1437.20', '', '', '', '0', '', ''], ['RTYZ8', '', '1436.40', '', '', '', '0', '', '']]
2017-09-21 13:45 Thu // ['538578', '78485', '0'] // ['RTYZ7', '1448.20', '1447.10', '1446.40', '1449.80', '1441.90', '35208', '538578', '0'] // [['RTYZ7', '1448.20', '1447.10', '1446.40', '1449.80', '1441.90', '35208', '538578', '0'], ['RTYH8', '1446.00', '1446.20', '1446.00', '1446.00', '1446.00', '2', '', ''], ['RTYM8', '', '1443.10', '', '', '', '0', '', ''], ['RTYU8', '', '1442.20', '', '', '', '0', '', ''], ['RTYZ8', '', '1441.40', '', '', '', '0', '', '']]
2017-09-22 13:45 Fri // ['538765', '58204', '1050'] // ['RTYZ7', '1451.20', '1445.40', '1444.40', '1456.00', '1438.60', '40066', '538763', '1050'] // [['RTYZ7', '1451.20', '1445.40', '1444.40', '1456.00', '1438.60', '40066', '538763', '1050'], ['RTYH8', '1443.60', '1445.20', '1443.40', '1443.80', '1443.40', '91', '2', '0'], ['RTYM8', '', '1441.90', '', '', '', '0', '', ''], ['RTYU8', '', '1441.00', '', '', '', '0', '', ''], ['RTYZ8', '', '1440.20', '', '', '', '0', '', '']]
2017-09-25 13:45 Mon // ['540452', '66080', '0'] // ['RTYZ7', '1448.90', '1450.90', '1449.90', '1456.50', '1444.00', '52915', '540359', '0'] // [['RTYZ7', '1448.90', '1450.90', '1449.90', '1456.50', '1444.00', '52915', '540359', '0'], ['RTYH8', '', '1449.90', '', '', '', '0', '93', '0'], ['RTYM8', '', '1448.50', '', '', '', '0', '', ''], ['RTYU8', '', '1447.60', '', '', '', '0', '', ''], ['RTYZ8', '', '1446.80', '', '', '', '0', '', '']]
2017-09-27 13:45 Wed // ['548404', '64578', '759'] // ['RTYZ7', '1481.10', '1457.90', '1457.70', '1481.70', '1457.10', '80654', '548309', '759'] // [['RTYZ7', '1481.10', '1457.90', '1457.70', '1481.70', '1457.10', '80654', '548309', '759'], ['RTYH8', '', '1455.40', '', '', '', '0', '95', '0'], ['RTYM8', '', '1454.60', '', '', '', '0', '', ''], ['RTYU8', '', '1453.70', '', '', '', '0', '', ''], ['RTYZ8', '', '1452.90', '', '', '', '0', '', '']]
2017-09-28 13:45 Thu // ['540127', '183474', '55'] // ['RTYZ7', '1488.90', '1487.90', '1486.00', '1489.60', '1478.70', '59776', '540031', '55'] // [['RTYZ7', '1488.90', '1487.90', '1486.00', '1489.60', '1478.70', '59776', '540031', '55'], ['RTYH8', '', '1483.90', '', '', '', '0', '96', '0'], ['RTYM8', '', '1482.50', '', '', '', '0', '', ''], ['RTYU8', '', '1481.60', '', '', '', '0', '', ''], ['RTYZ8', '', '1480.80', '', '', '', '0', '', '']]
2017-09-29 13:45 Fri // ['534229', '101065', '780'] // ['RTYZ7', '1492.90', '1492.60', '1492.20', '1495.30', '1488.50', '44734', '534129', '780'] // [['RTYZ7', '1492.90', '1492.60', '1492.20', '1495.30', '1488.50', '44734', '534129', '780'], ['RTYH8', '1494.00', '1490.70', '1494.00', '1494.00', '1494.00', '2', '100', '0'], ['RTYM8', '', '1486.50', '', '', '', '0', '', ''], ['RTYU8', '', '1485.60', '', '', '', '0', '', ''], ['RTYZ8', '', '1484.80', '', '', '', '0', '', '']]
2017-10-02 13:45 Mon // ['530836', '93282', '4512'] // ['RTYZ7', '1503.20', '1492.90', '1495.00', '1505.70', '1491.60', '52492', '530736', '4512'] // [['RTYZ7', '1503.20', '1492.90', '1495.00', '1505.70', '1491.60', '52492', '530736', '4512'], ['RTYH8', '', '1493.60', '', '', '', '0', '100', '0'], ['RTYM8', '', '1489.40', '', '', '', '0', '', ''], ['RTYU8', '', '1488.50', '', '', '', '0', '', ''], ['RTYZ8', '', '1487.70', '', '', '', '0', '', '']]
2017-10-03 13:45 Tue // ['535337', '92482', '2250'] // ['RTYZ7', '1507.40', '1512.50', '1512.50', '1514.10', '1504.40', '50395', '535237', '2250'] // [['RTYZ7', '1507.40', '1512.50', '1512.50', '1514.10', '1504.40', '50395', '535237', '2250'], ['RTYH8', '1507.20', '1512.10', '1507.20', '1507.20', '1507.20', '1', '100', '0'], ['RTYM8', '', '1507.10', '', '', '', '0', '', ''], ['RTYU8', '', '1506.30', '', '', '', '0', '', ''], ['RTYZ8', '', '1505.40', '', '', '', '0', '', '']]
2017-10-04 13:45 Wed // ['538396', '89812', '0'] // ['RTYZ7', '1509.90', '1515.60', '1515.50', '1517.40', '1509.60', '39855', '538296', '0'] // [['RTYZ7', '1509.90', '1515.60', '1515.50', '1517.40', '1509.60', '39855', '538296', '0'], ['RTYH8', '', '1515.10', '', '', '', '0', '100', '0'], ['RTYM8', '', '1509.60', '', '', '', '0', '', ''], ['RTYU8', '', '1508.70', '', '', '', '0', '', ''], ['RTYZ8', '', '1507.90', '', '', '', '0', '', '']]
2017-10-05 13:45 Thu // ['542556', '73785', '0'] // ['RTYZ7', '1513.60', '1511.40', '1508.50', '1517.40', '1508.50', '36781', '542456', '0'] // [['RTYZ7', '1513.60', '1511.40', '1508.50', '1517.40', '1508.50', '36781', '542456', '0'], ['RTYH8', '', '1510.90', '', '', '', '0', '100', '0'], ['RTYM8', '', '1505.50', '', '', '', '0', '', ''], ['RTYU8', '', '1504.60', '', '', '', '0', '', ''], ['RTYZ8', '', '1503.70', '', '', '', '0', '', '']]
2017-10-06 13:45 Fri // ['543340', '63467', '0'] // ['RTYZ7', '1509.40', '1515.50', '1513.60', '1515.00', '1506.60', '38772', '543240', '0'] // [['RTYZ7', '1509.40', '1515.50', '1513.60', '1515.00', '1506.60', '38772', '543240', '0'], ['RTYH8', '', '1515.40', '', '', '', '0', '100', '0'], ['RTYM8', '', '1509.80', '', '', '', '0', '', ''], ['RTYU8', '', '1508.90', '', '', '', '0', '', ''], ['RTYZ8', '', '1508.10', '', '', '', '0', '', '']]
